,name
12246,MDBF Zweite Filmgesellschaft
748,Mosaic Media Group
1619,El Norte Productions
1620,Nuyorican Productions
1621,Mobius Entertainment Ltd.
12067,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
1643,First Independent Films
1646,Trap-Two-Zero Productions
1649,Reforma Films
11733,Pariah
89632,S E Productions Inc.
1656,Pangaea
16779,Georgetown Productions Inc.
17611,Sean S. Cunningham Films
24339,HorrorFlix
1683,Andell Entertainment
21911,Brat Na Pont Productions
1894,Josephson Entertainment
8908,Andalasia Productions
8909,Right Coast Productions
1685,Hofflund/Polone
7795,Indelible Productions
7302,Filmax Entertainment
9974,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
52107,ICF
1694,Darren Star Productions
3268,Home Box Office (HBO)
8931,Stars Road Entertainment
11249,Farah Films & Management
11250,Buckaroo Entertainment
10227,Mandeville Films
21410,S.O.A.F. Productions
3656,GAGA
8724,Australian Film Finance Corporation (AFFC)
29052,The New South Wales Film and Television Office
57625,RGM Films
57626,April Films
57627,Red Chair Films
57628,Babcock & Brown
57629,The Australian Film Finance Corporation
7036,CJ Entertainment
11340,Studio Box
769,Destination Films
8848,MHF Zweite Academy Film
11278,Inferno Distribution
12622,Darko Entertainment
87783,Eden Roc Productions
95289,Cherry Road Films
95290,Academy Film
254,Pandora Filmproduktion
1251,ARD
59348,Plywood Productions
1845,Canterbury Productions
7237,Tele München Fernseh Produktionsgesellschaft (TMG)
15278,British Broadcasting Corporation (BBC)
23932,UGC PH
1809,IM Filmproduktion
1810,Cosmic Pictures
1755,Allied Filmmakers
1757,Mad Chance
16748,HarBel Productions
11200,Buena Vista Home Entertainment
11847,Mitsubishi
12518,d-rights
74952,Tohokushinsha Film Corporation
22695,Smokehouse Pictures
1783,Jaret Entertainment
1784,Partizan
1785,Likely Story
10105,Apatow Productions
12552,Marty Katz Productions
21635,Mojo Films
21636,PK Pictures
53666,Triple Threat Talent
8083,Film Rites
1824,Gravier Productions
6538,Antena 3 Films
8530,Televisió de Catalunya (TV3)
11737,Antena 3 Televisión
12010,Mediapro
1854,Dan Films
2268,Isle of Man Film
2395,HanWay Films
30131,Southpaw Entertainment
10040,Level 1 Entertainment
804,Natural Nylon Entertainment
1668,Riff Raff Film Productions
4753,Filmauro
10671,Blue Flower Productions
10672,Brooklyn Films II
174,Warner Bros. Pictures
10880,Yuma
1867,Golden Mean
53061,Jessie Nelson Productions
53062,David Dobkin Productions
614,Vanguard Films
1718,Odyssey
46875,Nitrogen Studios Canada
7406,JTP Films
19718,Battlefield Productions
10566,Clipsal Films
1903,Columbus 81 Productions
1946,Eikon Film
925,Nu Image Films
23104,King of California Productions
23105,Lone Star Film Group
11571,Samson Films
25489,RTE
11404,Stanley Donen Films
1980,Woodfall Film Productions
28537,Sentinel Productions
33433,Furthur Films
67989,Material
22351,The Canton Company
89132,AE Two Film Productions
89133,Angel Eyes Productions
2894,360 Pictures
8769,Art Linson Productions
41051,Into the Wild
599,Solar Productions
4376,First Artists
93222,Foster-Brower Productions
48543,United Films
3065,American Broadcasting Company (ABC)
12263,Clyde Is Hungry Films
12264,Pledge Productions
53626,Loofah Productions
1982,MBF Erste Filmproduktionsgesellschaft
412,Wendy Finerman Productions
17449,Grosvenor Park Productions
58263,Jackie Chan Films Limited
58264,All Knight Productions
961,Roger Birnbaum Productions
55852,Pistolero Productions LLC
1988,Epic Productions
11393,Bregman/Baer Productions
2019,Osiris Films
7692,World 2000 Entertainment
22902,Tripod Entertainment
23689,Village-A.M. Partnership
23690,Coast Ridge
23691,Junger Witt Productions
55474,Stargate Studios
371,Cecchi Gori Group Tiger Cinematografica
21783,Crystal Lake Entertainment
50102,WTC Productions
53063,Yannix Technology Corporation
10930,Bagdasarian Productions
10158,First Knight Productions
2108,Battleplan Productions
2031,Playtone Production
19731,Lars Productions
20012,Sparkler Entertainment
20013,NT2 Productions
2053,Grosvenor Park Media Ltd.
2064,Lietuvos Kinostudija
2065,Scout Productions
2674,Telecinco Cinema
10843,Future Films
12370,Filmax International
12371,Filmax Group
12372,Universum Film (UFA)
2550,Teitler Film
12275,Motion Picture Associates
84423,Failure to Launch Productions
2154,Punch Productions
16775,Arnold Kopelson Productions
2157,26 Films
29018,Visionview Production
11930,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG
7888,ScreenWest
2088,NALA Films
2089,Samuels Media
8780,Walrus & Associates
11461,Bad Robot
10991,Jon Shestack Productions
746,MTV Films
2184,Tollin/Robbins Productions
73956,Runteldat Entertainment
2201,Rickshaw Productions
7161,LivePlanet
21002,HorsePower Entertainment
2224,Plum Pictures
2455,Red Om Films
2229,Red Bank Films
2427,Zazen Produções
2430,Estúdios Mega
2432,Quanta Centro de Produções Cinematográficas
10187,Costa Films
47043,Posto 9
47044,Feijão Filmes
47046,Universal Pictures do Brasil
17049,Two Ton Films
86256,Reiner / Greisman Productions
2139,Kulture Machine
2235,Desertlands Entertainment
12124,J.K. Livin Productions
12125,Moguletta
12126,Sahara Productions
19481,Babelsberg Film
7981,Pathé
11369,Sighvatsson Films
11371,Palomar Pictures (II)
12178,Red Hour Films
12379,Internationale Filmproduktion Stella-del-Sud Second
11050,David Kirschner Productions
11231,Fox Animation Studios
2243,Hammer & Tongs
12170,Velocity Productions
31604,Art In Motion
2250,SCOPE Invest
2251,Sony Pictures Animation
57421,Grosvenor Park Impact Productions
2146,David Hamilton Productions
2147,Echo Lake Productions
2148,Flagship International
2149,Noble Nomad Pictures
20992,Ternion Pictures
76714,JC 23 Entertainment
1305,L.I.F.T. Production
2273,Eden Rock Media
20363,Equity Pictures Medienfonds GmbH & Co. KG IV
58249,Resident Evil Productions
9137,Moonlighting Films
10884,The Department of Trade and Industry of South Africa
446,Thinkfilm
2290,Hunting Lane Films
2292,Original Media
2293,Silverwood Films
2294,Traction Media
41999,South Australian Feature Film Company
2297,Class 5 Films
2315,Paramount Classics
2319,Flicks Motion Pictures
2320,UTV Motion Pictures
2245,Entertainment Films
2246,Material Entertainment
6847,Beech Hill Films
2264,Concert Promotion International
4403,Stuber Productions
384,MacDonald/Parkes Productions
2299,Wonderland Films
11392,Ebeling Group
11553,Beijing Happy Pictures Cultural Communications Co.
29031,Kite Runner Holdings
2300,Key Creatives
12248,New Zealand Large Budget Screen Production Grant
2307,Hell's Kitchen Films
2737,Davis-Panzer Productions
6179,Thorn EMI Screen Entertainment
2662,Trans-Film
22240,Initial Groupe
25129,Lumière Pictures
30655,Fallingcloud
270,Filmförderanstalt (FFA)
11238,Deutsche Filmförderfonds (DFFF)
12346,Mitteldeutsche Medienförderung (MDM)
93311,Aaargh! Animation
34,Sony Pictures
2397,Cohen/Pearl Productions
11451,MCL Films S.A.
11452,Walwa Films S.A.
2332,Bi-polar Pictures
14589,Code Entertainment
35444,Independent Film Group
35445,Carol Baum Productions
35446,Dillinger Productions
35447,Green Tulip Productions
2339,Access Films
2340,Napoleon Pictures Limited
6196,Carnival Films
2347,FGM Entertainment
2363,Cold Spring Pictures
4607,"Montecito Picture Company, The"
52942,Loumolo & Co.
2370,Merchant Ivory Productions
2376,Blueprint Pictures
20899,Twins Financing
2377,Chicago Pacific Entertainment
3631,Filmax
2379,Palladium Productions
2380,Palomar Pictures
2441,Fandango
95018,MPH Entertainment Productions
45689,Native Pictures Productions
49123,Ringerike Erste Filmproduktion
22284,CAT Films
22285,Mimosa Films
1224,Intrepid Pictures
1268,Focus Films
2482,Dead Films
2483,Laurel Entertainment
5822,Toei
16791,Newman/Tooley Films
21975,Joseph Nittolo Entertainment
37103,'DIA' Productions GmbH & Co. KG
2484,Golar Productions
23423,Baumgarten Management and Productions (BMP)
11061,Motion Picture Corporation of America (MPCA)
17106,Burg/Koules Productions
2507,"Todman, Simon, LeMasters Productions"
16774,Peters Entertainment
57088,Sonnenfeld Josephson Worldwide Entertainment
2514,Alliance Films
9118,Samuel Goldwyn Films
2478,Manhattan Project
2471,National Geographic Society
20344,First Light Production
2516,Kuzui Enterprises
2517,Avenging Conscience
2609,De Line Pictures
1115,M6 Films
6877,Grive Productions
11261,M6
23614,All Pictures Media
2519,DeBart
2512,Harbour Pictures
475,JD Productions
19352,Mediastream Dritte Film GmbH & Co. Beteiligungs KG
11116,The Bryna Company
23660,Geisler-Roberdeau
58553,Michaels-Goldwyn
2539,Reaper Productions
19922,Doom Productions
19923,Distant Planet Productions
2982,Signature Pictures
2527,Marc Platt Productions
52145,Crying Box Productions
11098,The Harvey Entertainment Company
53673,Cort/Madden Productions
53904,ATR Films
53905,MMP Erste Filmproduktions
53906,Moviemakers Productions (MMP)
26083,Katira Productions GmbH & Co. KG
26084,Caro-McLeod
3241,Electric Entertainment
53997,Mars Production Pty. Ltd.
2248,A-Mark Entertainment
4305,Film Tiger
4307,Rifkin-Eberts
1848,Les Films d'Ici
17931,Bridgit Folman Film Gang
17932,Razor Film Produktion
2526,Kickstart Productions
2528,Top Cow Productions
23955,Ringerike Zweite Filmproduktion
28438,Riche-Ludwig Productions
28439,Groucho III Film Partnership
24884,AE Electra Productions
24885,Avalon Pictures
21784,Cinerenta-Cinebeta
21785,VCL Communications
1360,Glass Eye Pix
1976,Film Science
4748,Oscilloscope Laboratories
14862,Washington Square Films
31301,Field Guide Films
4700,Linson Entertainment
528,Bandai Visual Company
3153,Sunrise
11671,Studio 4°C
2542,Nick Wechsler/Miracle Pictures
2543,Volume One Entertainment
28064,Blue Light
41756,GH Three
4000,Maverick Films
5218,Imprint Entertainment
57750,Twilight Productions
7893,Pacific Renaissance Pictures Ltd.
52723,Inside Track Productions
80272,Scorpio Films
496,David Foster Productions
662,Turman-Foster Company
2546,Peirce Pictures
55250,Spierigfilm
23635,Patalex V Productions Limited
1950,New World Pictures
15338,Cinemarque Entertainment BV
15339,Film Futures
15340,Rivdel Films
135,UIP
8758,Kaitz Productions
8759,Mann/Roth Productions
49696,Post No Bills Films
49697,Pandemonium Productions
6328,Dickhouse Productions
90661,Lynch Siderow Productions
12626,Boxing Cat Films
4916,Penn Station Entertainment
4622,VN Productions
20669,Winking Productions
26032,Cineblue Internationale Filmproduktionsgesellschaft
26033,City Productions
8068,Mindfire Entertainment
12317,Team Ninja
23238,VIP 4 Medienfonds
37134,Tecmo
12883,Nomura Babcock & Brown
2106,Saban Entertainment
9255,Toei Company
21437,Imperial Entertainment
23770,Signature Entertainment
18737,NFH Productions
10828,MDP Worldwide
38114,Selima Films AVV
11751,Sidley Wright & Associates
20034,Illusion Entertainment
5367,Gaylord Films
21625,H5B5 Media AG
5528,Ang Lee Productions
65082,Shutt/Jones Productions
6971,Bergman Lustig productions
5682,O Entertainment
191,Senator Film Produktion
2364,The Montecito Picture Company
48772,Hard Eight Pictures
48785,Matinee Pictures
48788,Practical Pictures
2055,Skyline Films
8933,Sweetpea Entertainment
8934,Studio Hamburg WorldWide Pictures
8935,Zinc Entertainment Inc.
13630,Darryl F. Zanuck Productions
11600,Bungalow Productions
11601,Silver Lion Films
11602,Vision View Entertainment
60378,Callahan Filmworks
7741,Landscape Entertainment
7742,John US Productions
5752,Sony Pictures Entertainment
10355,Spelling Films
4174,Threshold Entertainment
8213,United Artists Corporation
81127,El Corazon Producciones S.A.
7588,World Wrestling Entertainment (WWE)
95342,Sea Side Films Florida Inc.
2199,Horsepower Films
12213,Core Productions
12214,Munich Film Partners New Century & Company (MFP) Core Productions
959,IndieProd Company Productions
23246,RCS Video
45728,Cliffhanger Productions
45729,Pioneer
53012,Blue Sea Productions
2777,Black & White Productions
7053,Catch 23 Entertainment
3803,Middle Fork Productions
16387,Skylight Cinema Foto Art
55532,St. Tropez Films
55533,Cinema Line Film Corporation
3851,No Frills Film Production
2604,Mark Johnson Productions
8735,Kathbur Pictures
53404,Chainsaw Productions LLC
23503,13 Ghosts Productions Canada Inc.
6301,CinéCinéma
11259,Babylon
11260,Babylon Films Limited
20240,MNP Entreprise
53610,AR-TL
3567,Room 9 Entertainment
2203,Onyx Films
5381,Backup Films
7089,France2 Cinéma
2932,Red Hour Productions
2933,Tenth Planet Productions
10692,VH1 Television
34998,Avnet/Kerner Productions
2848,Hoyts Film Partnership
33088,Behavioral Problem Productions Ltd.
5612,Brooksfilms
8764,Redwave Films
11661,Rysher Entertainment
7049,Enigma Productions
8770,"Allied Stars, Ltd."
11232,Fox Family Films
11233,The Big Gun Project
11234,Little Wolf Entertainment
2537,Kennedy Miller Productions
3526,Concord Productions Inc.
14665,Sequoia Productions
21716,Sweetland Films
21717,Magnolia Productions
10239,Tall Trees Productions
1538,Comedy Central
7480,Comedy Central Films
45852,Comedy Partners
53007,Black and Blu Entertainment
53008,Finestkind
19098,Green Hills Productions
8821,Management Company Entertainment Group (MCEG)
4028,Crowvision Inc.
4029,Entertainment Media Investment Corporation
4030,Jeff Most Productions
93603,RV Camping Productions Ltd.
23022,Close Call Films
48184,Hoya Productions
2948,Showtime Australia
57623,Rumbalara Films
57624,Olsen Levy
2090,Motion Picture Corporation of America
18620,Artists Production Group (APG)
13473,Michael Lobell Productions
2173,Great Oaks Entertainment
10535,All Girl Productions
11617,Gaylord Productions
38944,Clavius Base
55528,Oak Productions
3470,Stone Group Pictures
484,De Laurentiis Entertainment Group (DEG)
8582,Canadian Film or Video Production Tax Credit (CPTC)
16419,Metropolitan Films
46694,Catherine Bailey Ltd.
46695,Artists Independent Network
1606,Brillstein-Grey Entertainment
2812,Lion Rock Productions
11567,Province of British Columbia Film Incentive BC
22536,Solomon/Hackett Productions
20157,KMP Film Invest
87840,Dozen Canada Productions
53238,Ghost Ship Films Pty. Ltd.
8831,Mad Max Films
11962,Crossroads
6277,Skydance Productions
6362,Flyboys Films
827,VIP 3 Medienfonds
15081,Rimfire Films
8802,Longfellow Pictures
33617,Jack and Henry Productions Inc.
12157,Sideways Productions Inc.
25061,Evansgideon/Lazar
11429,Hit & Run Productions
8073,Nick Wechsler Productions
46458,Jonathan Krane Group
17337,Basara Pictures
5899,MGM
59341,Silver Sphere Corporation
84893,Bewitched
26149,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG
3683,Limited Edition Productions Inc.
10619,Azoff Entertainment
3528,Thunder Road Pictures
23596,Paul Schiff Productions
74192,Eketahuna LLC
2796,Wild West Picture Show Productions
36390,3 Arts Entertainment
21518,Simon Fields Productions
10067,Alloy Entertainment
3242,Base 12 Productions
90195,Corrupter Production Service Ltd.
90196,Takoma Entertainment
90197,KISS Nation
7420,Stone Village Pictures
22458,BoZ Productions
79209,No Such Productions
26282,Mediastream Film GmbH & Co. Productions KG
11357,Atlantic Television
6092,Licht/Mueller Film Corporation
67109,Rocking Chair Productions
3564,Rick Lashbrook Films
3539,Odyssey Entertainment
38504,Really Useful Films
8089,Animal Logic
5521,CP Medien AG
26107,Networxx - Film Management
1444,Cannon Group
1445,Golan-Globus
53473,Canal+ Droits Audiovisuels
26423,BrownHouse Productions
65559,Bottom of the Ninth Productions
13769,Lynda Obst Productions
43717,Hacienda Productions
1380,Australian Film Finance Corporation
2806,South Australian Film Corporation
6016,403 Productions
6017,True Crime Channel
2480,Alliance Communications Corporation
3857,Fireworks Pictures
24211,Stan Winston Studio
24212,Media Cooperation One
53350,DCP Wrong Turn Productions
58323,C.O.R.E. Feature Animation
58324,Hoytyboy Pictures
58325,Nigel Productions
980,The Glasgow Film Fund
84419,Legendary Entertainment
89136,DNA Productions
12325,OLC / Rights Entertainment
12326,Tanlay
12327,New Zealand Film Production Fund
12328,3 Dogs and a Pony
12329,Park Road Post
12330,WFI Productions Ltd.
12269,ShadowCatcher Entertainment
12270,Daniel Bobker Productions
12271,Brick Dust Productions LLC
8003,Ultravi Productions
56181,Domino 17521
14719,Baltimore Spring Creek Pictures
48638,Face Productions
10531,Silver Screen Partners II
19552,Horseshoe Bay Productions
19553,Elektra Productions
19554,SAI Productions
1225,One Race Productions
9037,Yari Film Group Releasing
95293,Bob DeBrino Entertainment
95294,BDE Entertainment
95295,Crossroads Entertainment (II)
95296,Three Wolves Productions
127,"Screen Gems, Inc."
18479,Corduroy Films
89633,All Lit Up Productions
5556,Universal Animation Studios
2773,Broken Lizard Industries
2525,Avalanche Productions
3244,Media Pro Pictures
3533,Allan Zeman Productions
3608,After Dark Films
4298,Remstar Productions
22705,Midsummer Films
2180,Outerbanks Entertainment
11742,Jay Weston Productions
12029,Curmudgeon Films
2748,Clubdeal
66739,Qian Yian International
66740,Danny the Dog Prods Ltd.
41963,NuAmerica Entertainment
38085,VBT Productions
38086,Ballpark Productions Partnership
4194,Karz Entertainment
95343,Milestone Entertainment
95344,Alberta Film Development Program of the Alberta Government
95345,Chuck Productions
19523,AFG Talons Productions
20352,NDE Productions
54336,Cent Productions Inc.
2811,Neo Art & Logic
48688,Maloof Motion Pictures
51851,Berrick Filmproduktion
51852,Blood & Chocolate Productions Ltd
2755,Dante Entertainment
2978,Crusader Entertainment
2980,Forge
2981,QI Quality International GmbH Co. KG
16850,ApolloMedia Distribution
87847,Coco
87848,Film 111
87849,Jericho Productions Ltd.
87850,MFF (Sound of Thunder)
87851,Matrix Film Finance
87852,Scenario Lane Productions
37845,Principato-Young Entertainment
89635,High Sierra Carpeting
134,Rogue Pictures
20450,Biscayne Pictures
22927,Raygun Productions
22928,Rosey Film Productions LLC
19636,Thirteen Productions
62367,Kaltenbach Pictures
5221,Rigel Entertainment
11054,First Look International
63595,Pneumatic Pictures
5555,Global Medien KG
58331,Franklin/Waterman Productions
30833,Visual Arts Entertainment
14722,Triptych Pictures
71989,Dimension Films (US version)
10339,WWE Studios
90249,IM3 Entertainment
24356,Tomboy Films
5570,Allied Vision
3495,Steamroller Productions
23308,Victor & Grais Productions
9122,Cohen Media Group
85817,Harwood Hunt Productions
51190,Internationale Filmproduktion Blackswan
22056,Midnight Picture Show
20154,Mad Hatter Entertainment
8805,Industrial Light & Magic (ILM)
20374,Earth Canada Productions
20375,Hammerhead Productions
3538,Gunn Films
53413,80 Days Productions
53414,Spanknyce Films
53416,Fitzwilliam Productions
18093,Tiger Productions
6254,"Jim Henson Company, The"
3012,Pathé Distribution
8824,The Alfred Shay Company Inc.
2926,Alexandre Films
3034,TV Tokyo
3035,4 Kids Entertainment
5261,Shogakukan Production
7967,Media Factory
12288,Nintendo
12307,Creatures
13070,Tomy
66289,Oriental Light and Magic (OLM)
76467,GAME FREAK
76468,Pikachu Project '98
76469,JR Kikaku
516,Seven Arts Productions
19754,"Associates & Aldrich Company, The"
6366,Younggu-Art Movies
11420,Showbox Entertainment
4251,Anagram Pictures Inc.
2595,The Associates & Aldrich Company
369,Bungalow 78 Productions
10231,Farrell/Minoff
9350,Indian Paintbrush
9018,Crystal City Entertainment
10246,Cross Creek Pictures
11448,Exclusive Media Group
2308,Type A Films
93528,Casual Friday Productions
3139,Off Color Films
14121,Image Ten
14122,Market Square Productions
3907,Pull Down Your Pants Pictures
23364,Todd McFarlane Entertainment
11865,Twentieth Century-Fox Productions
2599,Blue Askew
4384,Tempesta Films
12968,Baumgarten-Prophet Entertainment
89303,Palo Vista Productions
89304,Peter V. Miller Investment Corp.
23587,Screenland Pictures
67153,Nora Ephron Productions
2785,Warner Bros. Animation
42221,Munich Film Partners & Company (MFP) BTC Productions
1312,The Mount Company
67709,Cinema City Films
251,Avenue Pictures Productions
272,Spelling Entertainment
4665,Addis Wechsler Pictures
3410,Raffaella De Laurentiis Productions
12138,Fierce Entertainment
23956,Rogue Films
10107,Trackform Film Productions
14159,Seven Arts Pictures
54043,Munich Film Partners & Company (MFP) ROE Production
10472,Cruella Productions
28121,H2S2 Filmproduktionsgesellschaft
26670,Sunrise Entertainment (II)
26671,Biride Productions
2726,Emperor Motion Pictures
2727,Global Entertainment Group
19855,Internationale Filmproduktion Blackbird Dritte
23202,Wigram Productions
2366,Virtual Films
20571,Outlander Productions
5996,BBC
7151,Assassin Films
32803,Wind Dancer Films
13158,Punch 21 Productions
65507,Wes Craven Films
457,Constellation Films
6033,Paramount
53005,Wheelhouse Entertainment
53006,Motion Picture Production GmbH & Co. Erste KG
21447,David Ladd Films
2877,Living Films
3320,Emperor Multimedia Group (EMG)
73998,Golden Port Productions Ltd.
1756,Broadway Video
89094,M.G. Films
13219,"Mirisch Corporation, The"
72823,Technical Black
72824,Run It Up Productions Inc.
3045,Sony Pictures Releasing
22879,Havana Nights LLC
93408,FortyFour Studios
89627,Glitter Productions
89628,Maroon Entertainment
798,Samuel Goldwyn Company
3102,Renaissance Films
25473,Nu Image / Millennium Films
7449,Clear Blue Sky Productions
12006,Goldmann Pictures
20734,Warner Bros. Feature Animation
2645,Guy Walks into a Bar Productions
2522,Mediastream Dritte Film
21838,Distant Corners Entertainment Group Inc.
21839,Blue Star Productions
21840,Morningstar Films
67990,Sloane Square Films
67991,HSI Tomorrow Film
54030,Academy Films
54031,March Entertainment
2266,Bold Films
21856,Holly Wiersma Productions
4131,Ignite Entertainment
15298,Malpaso Company
2650,Ealing Studios
2651,Fragile Films
23164,Entertainment Film Distributors
47122,Doom Buggy Productions
24133,Night and Day Pictures
46051,Clifford Werber Productions
46052,SW7D Productions
37163,Sandcastle 5 Productions
67173,Blue Train Productions
23653,Vortex/Henkel/Hooper
56620,Texas Chainsaw Productions
93580,Wonder works studios entertainment group
2207,Montfort Producciones
30257,Hollywood Partners
75937,Charenton Productions
2617,Ozla Pictures
29693,A Loopy Production LLC
29694,2 Loop Films
2623,Blue Rider Pictures
2624,Lago Films
68355,See Film
11672,Nimbus Film Productions
43271,Lucky Punch
53899,Cinepsilon
8807,Dylan Sellers Productions
12027,Madacy Entertainment
3983,Blue Gardenia Productions
12207,Tatiale Films
21126,Pathe Productions
21128,Red Turtle
236,October Films
168,Jadran Film
3054,Golden Way Films Ltd.
7580,Kanbar Entertainment
49126,Blue Yonder Films
12653,Pikachu Project
89163,Kids' WB
89164,Pikachu Project 2001
89165,Shoakuken
12426,Oleandor Productions
8877,Curtis Hanson Productions
8878,MFF Feature Film Productions
4730,Slough Pond
4731,double A Films
23912,Antidote Films (I)
6130,Dualstar Productions
36452,Dominion Productions
1176,Lorimar Film Entertainment
14309,CIP Filmproduktion GmbH
21541,Northstar International
57347,Blue Productions
1686,Indelible Pictures
53817,Stolen Film Productions
59951,Bisgrove Entertainment
73955,MBC Beteiligungs Filmproduktion
3492,Island Pictures
8763,Inside Track 1
10100,Thin Man Films
20456,National Lottery through UK Film Council
52724,Film Council Premiere Fund
52725,Untitled 03
53987,Fantail Films Inc.
2920,Irish Screen
2937,Fruit Salad Films
2646,Deep River Productions
4024,Pacific Film and Television Commission
23003,Internationale Filmproduktion Prometheus
8830,Touchwood Pacific Partners 1
1727,Movision
10222,Reserve Room
738,Myriad Pictures
8875,Pretty Pictures
2015,Darlow Smithson Productions
5826,PBS
6354,Wild Hogs Productions
52949,Coconut Pete Productions
21498,Internationale Filmproduktion Eagle
48136,British Broadcasting Corporation (BBC) Television
81136,Friendly Films (II)
76721,Nanny McPhee Productions
1350,Parkway Productions
927,Palace Pictures
12745,British Screen Productions
21443,Wicked Films
6452,Dentsu
4205,Groundswell Productions
6822,Jaffe / Braunstein Enterprise
23243,Sikelia Productions
53348,Jeepers Creepers II
21241,Bushwood Pictures
21242,Never Been Kissed Productions
23938,Burke/Samples/Foster Productions
23940,Cub Eight Productions
7693,Count of Monte Cristo Ltd.
13949,River Road Productions
13950,Foxton Entertainment
2882,Neal H. Moritz Productions
22110,First Foot Films
22253,Sunflower Productions
22254,Sarah Green Film
22255,The Virginia Company LLC
265,Runteam Ltd.
15671,France 2 Cinéma
56980,Max Stronghold Productions Inc.
76167,Cominco
76168,Accent Films
793,Galatée Films
8453,Télévision Suisse-Romande (TSR)
10046,Wanda Visión S.A.
11402,Conseil Régional de Franche-Comté
12012,Eyescreen S.r.l.
17873,Les Productions de la Guéville
6128,A-Team
1484,Yorktown Productions
2216,Helkon Media AG
2763,Tonic Films
22953,Down Home Entertainment
22954,Cabin Pictures
22955,Black Sky Entertainment
22956,Deer Path Films
11561,Recorded Picture Company (RPC)
20719,Manifest Film Company
47635,Ed Friendly Productions
79036,Big Lou House Productions
8040,Casey Productions
3894,Kentucky Fried Theatre
95947,United Film Distribution Company (UFDC)
95948,KFM Films
3097,HDNet Films
22884,The Film Farm
81128,Dirty Hands Productions
17887,Midnight Sun Pictures
2655,Internationale Filmproduktion Richter
34441,Littlestar
2780,Cube Vision
46108,Ubu Productions
13028,Next Wave Films
10441,The Bureau
11773,Artémis Productions
27352,WV Films IV
7220,Capcom
55518,Romero-Grunwald Productions
55519,Exception Wild Bunch
3477,Star Overseas
20543,Universe Entertainment
6556,Alphaville Productions
1917,EM Media
2690,Screen Yorkshire
3519,Big Arty Productions
2659,Starz Media
2885,Starz Animation
81138,Studiopolis
81139,Vanguard Animation
3388,The Movie Network (TMN)
11573,Corus
55258,White Noise UK Ltd.
13817,Brass Hat Films
8921,United Plankton Pictures
5842,Sandollar Productions
14941,Constellation Entertainment
55873,Worldwide
58079,Mont Blanc Entertainment GmbH
49478,Aldrich Group
54004,Optional Pictures
23382,Schroeder Hoffman Productions
3960,ArieScope Pictures
7680,Tornasol Films
22510,Zoetrope Argentina
5550,Midwinter Productions Inc.
23873,PolyGram Filmproduktion
2756,Vertigo Productions
10215,Legend Production Company
67988,WV Films LLC
18811,Brink Films
23909,Silver Nitrate
52046,verture Films
19047,Fortress Films
4740,Gary Sanchez Productions
11264,Bad Lt. Productions
6422,Sullivan Bluth Studios
69627,Universal City Studios
45505,Fish Productions
42,Universal Pictures Corporation
67253,Gone North Productions
16314,Roth Films
24217,Paragon Entertainment Corp.
10255,Voltage Pictures
20343,Film Capital Europe Funds (FCEF )
15742,Internationale Filmproduktion
2054,Ruby Films
2795,Ott Medien
3281,GK Films
3055,Paragon Films Ltd.
6379,Golden Harvest Company Ltd.
1482,Famous Artists Productions
10280,Arc Productions
886,Kinokompaniya CTB
11996,Andreevsky Flag Film Company
16522,Kinofabrika
16524,Eurasia Film Production
6724,Upload Films
10989,Muskat Filmed Properties
19148,A Lucky Old Sun Production
15459,Blood Relations Co.
3095,Whitewater Films
3491,Showbox
81134,Atchity Entertainment International (AEI)
3573,Celador Films
20341,On My Own
11726,The Yomiuri Shimbun
11846,Hakuhodo DY Media Partners
11849,Lawson
20193,Walt Disney Company
34557,Taikei Office
34558,Asahi Soft Drinks Company
7738,Sketch Films
7739,UW3 Film Productions
9365,Egmont Film
10202,Columbia TriStar Home Entertainment
12245,Robert Lawrence Productions
89134,Metal Productions Inc.
89135,Maysville Pictures
89312,Fred Berner Films
89425,Zeke Productions
219,The Mirisch Corporation
74807,"Toho Pictures, Inc."
5294,Mpower Pictures
7075,Metanoia Films
13818,Burnside Entertainment
48752,Bella Productions
77798,"One Media, The"
4285,Universal Cartoon Studios
7503,Protozoa Pictures
5067,Steve Krantz Productions
14238,Cinemation Industries
89283,Black Ink Films
94147,Aurica Finance Company
94148,Fritz Productions
3627,Warner Bro. Japan
4570,4Kids Entertainment
5372,Oriental Light and Magic
12306,GAME FREAKS
15636,Alta Loma Entertainment
21106,Axon Films
54512,Tiara Blu Films
13549,Golan-Globus Productions
16414,The Cannon Group
30724,Hecht-Lancaster Productions
6574,Lions Gate Family Entertainment
21234,Crest Animation Productions
1843,Grand Army Entertainment
54854,Langley Films
54855,Leaves Productions
12180,Warp Films
3240,Artfire Films
7296,K/O Paper Products
2179,Collision Entertainment
2724,Abandon Entertainment
2725,Foxtor Productions
11995,Depth Entertainment
11106,Marvel Knights
33808,SGF Entertainment
83338,Muse Entertainment
3323,Land Films Inc.
4732,Red Envelope Entertainment
7374,Back Lot Pictures
12807,Overture Films
2731,Intandem Films
3272,Aramid Entertainment Fund
9987,Lipsync Productions
11752,Number 9 Films
3568,Teeth
1001,Solaris Film
12066,O'Connor Brothers
